movie_name,year,tags
waqt,1965,"drama romance members of a family are separated in a natural disaster. several years down the line, they aren't united but their lives are strangely interconnected. yash chopra sunil dutt sadhana shivdasani raaj kumar shashi kapoor "
raabta,2017,"action drama fantasy an inseparable couple saira and shiva find themselves in a complicated situation when a stranger claims to be her reincarnated lover from their previous lifetime, hellbent on destroying their relationship and winning her back. dinesh vijan deepika padukone kriti sanon rajkummar rao sushant singh rajput "
untitled shahid kapoor/kriti sanon film,2023,"drama romance in a futuristic world, a bumbling young man meets the girl of his dreams. as he navigates his way through a series of comical mishaps and dangerous situations, he must win her heart facing an evil companion. amit joshi, aradhana sah shahid kapoor kriti sanon dharmendra dimple kapadia "
neerja,2016,"biography drama thriller the story of courageous neerja bhanot, who sacrificed her life while protecting the lives of 359 passengers on pan am flight 73 in 1986 when it was hijacked by a terrorist organization. ram madhvani sonam kapoor shabana azmi yogendra tikku abrar zahoor "
qayamat: city under threat,2003,"action drama romance cbi officer akram seeks to nab three terrorists, ali, abbas and laila, who have held 213 tourists as hostage in elphinstone jail. for this, he seeks help from rachit, a former associate of the trio. harry baweja ajay devgn suniel shetty sanjay kapoor arbaaz khan "
raju chacha,2000,action comedy drama raju is hired to pose as uncle to three orphaned kids in order to usurp their inheritance. but he changes his mind after falling in love with their governess and decides to fight the greedy relatives. anil devgan kajol ajay devgn rishi kapoor tiku talsania 
gupt: the hidden truth,1997,"action crime mystery governor jaisingh sinha is murdered and the needle of suspicion points towards his estranged son, sahil sinha who must prove his innocence. rajiv rai bobby deol manisha koirala kajol prem chopra "
vivah,2006,"drama musical romance poonam, a traditionally brought-up young woman, is to marry prem, a groom chosen by her uncle. poonam and prem's faith and love are to be tested however, when an accident occurs and poonam might be scarred for life. sooraj r. barjatya shahid kapoor amrita rao anupam kher alok nath "
bhoot police,2021,comedy horror two brothers whose job is to hunt and eradicate ghosts for money is assigned a project in a remote village pavan kirpalani saif ali khan arjun kapoor jacqueline fernandez yami gautam 
operation romeo,2022,drama mystery the film features the fears and stresses that youthful couples all over the nation experience because of the danger presented by moral policing. shashant shah sidhant gupta vedika pinto sharad kelkar kishore kadam 
1942: a love story,1994,"action drama history a young indian couple, both from wealthy backgrounds, find themselves caught up in the 1940's indian revolutionary movement against their families whom are under the thumb a sadistic british general. vidhu vinod chopra anil kapoor jackie shroff manisha koirala anupam kher "
aksar 2,2017,crime drama mystery a husband's plan to break up his marriage so that he can be with another woman backfires with unexpected consequences. anant mahadevan zareen khan gautam rode lillete dubey mukesh hariawala 
duniya,1984,"action drama framed for a crime he didn't commit, mohan kumar loses his wife, son, and freedom, then he emerges from prison vowing revenge. ramesh talwar ashok kumar dilip kumar rishi kapoor amrita singh "
ferrari ki sawaari,2012,comedy drama family how the pursuit of an indian cricket legend's ferrari makes a young boy's dreams of playing cricket at lords a reality. rajesh mapuskar sharman joshi boman irani ritvik sahore paresh rawal 
mr lele,Unknown,comedy a marathi nri takes ecstasy at a night club and in 48 hours he ends up in jail. shashank khaitan kiara advani vicky kaushal bhumi pednekar abhishek banerjee 
untitled,2024,"action in the dark underbelly of the city, bloodshed bhai, a feared and ruthless gangster, rises to power, leaving a trail of violence and chaos in his wake. as law enforcement agencies close in on him, bloodshed bhai must navigate obstacles. vishnuvardhan kiara advani nikitin dheer anupam kher suchitra krishnamoorthi "
shah behram,1955,fantasy add a plot vishnuvardhan kiara advani nikitin dheer anupam kher suchitra krishnamoorthi 
ok jaanu,2017,"drama romance adi and tara move to mumbai to pursue their dreams. a chance meeting sparks off a heady, no strings attached romance until their careers pull them apart. will ambition prevail over matters of the heart? shaad ali aditya roy kapoor shraddha kapoor naseeruddin shah nikita grover "
ki & ka,2016,"comedy romance follows a young, married couple whose relationship challenges the gender roles placed upon women and men in indian society. r. balki amitabh bachchan kareena kapoor jaya bachchan arjun kapoor "
shree 420,1955,"comedy crime drama when a young man from a small town decides to make it big in a city, he faces several challenges. raj kapoor nargis raj kapoor nadira nemo "
102 not out,2018,"comedy drama 102 not out is a 2018 comedy-drama film, with legendary actor amitabh bachchan playing a 102-year-old wanting to break the oldest-man-alive record. another bollywood legend rishi kapoor plays his sad and grumpy 75-year-old son. umesh shukla amitabh bachchan rishi kapoor vijay raaz ashok pathak "
matrubhoomi: a nation without women,2003,drama a disturbing saga about male chauvinism and mistreatment of women in india. manish jha tulip joshi sudhir pandey sushant singh pankaj jha 
ginny weds sunny,2020,"comedy drama romance the film follows headstrong ginny who meets sunny for an arranged marriage, but turns him down, and then shows how sunny teams up with ginny's mother to win her love. puneet khanna yami gautam vikrant massey ayesha raza mishra rajiv gupta "
woh kaun thi?,1964,"drama mystery romance one stormy night, a doctor offers a ride to a ghostly woman he meets on the side of the road. later, he discovers his intended bride is identical in appearance to the ghost. who was she and why does she haunt him? raj khosla sadhana shivdasani manoj kumar parveen choudhary k.n. singh "
action replayy,2010,comedy romance sci-fi a young man tries to revive his parents' wilting marriage by traveling to the 1970s when their romance was budding and make it bloom: something more complex than he expects. vipul amrutlal shah akshay kumar aishwarya rai bachchan aditya roy kapoor om puri 
yodha,1991,"action drama karan (sunny deol) a lawyer crusades for truth, fairness and justice, is the son of chandrakant (shafi inamdar) a journalist who uses his journalistic expertise to expose and unmask justice...                see full summary » rahul rawail sunny deol sanjay dutt sangeeta bijlani paresh rawal "
khatta meetha,2010,"comedy crime drama a seemingly corrupt petty contractor faces challenges from the local municipality, his family, his employees, as well as a former girlfriend and her family. priyadarshan akshay kumar trisha krishnan kulbhushan kharbanda aruna irani "
shakti,1982,action crime drama a scrupulously honest cop refuses kidnappers' demands at grave risk to the life of his son. the son is rescued but lives forever scarred by his father's willingness to sacrifice his own son...                see full summary » ramesh sippy dilip kumar amitabh bachchan rakhee gulzar smita patil 
dushmani: a violent love story,1995,"action drama romance in order to settle personal scores; two gang leaders, jai singh and oberoi fight for many years in gang-wars. there enmity multiplies when jai's younger brother, suraj falls in love with ...                see full summary » sanjay khanna, karan razdan, bunty soorma, shekhar kapur sunny deol jackie shroff manisha koirala deepti naval "
humraaz,2002,"romance thriller when a businessman learns that his wife married him only for money, he hatches a plan with her ex-lover to kill her. abbas alibhai burmawalla, mastan alibhai burmawalla bobby deol akshaye khanna ameesha patel johny lever "
